f[Hz]	Xd(f).re	Xd(f).im	Xg(f).re	Xg(f).im
1.2646e+014	-8.1100e-010	-1.1154e-010	-1.2579e-009	1.1320e-009
1.2648e+014	1.1283e-010	-5.3186e-011	1.8656e-009	2.4331e-009
1.2650e+014	-8.6395e-010	1.0900e-010	2.1681e-009	-2.4616e-009
1.2651e+014	2.6461e-010	1.0479e-009	-1.9926e-009	-8.1483e-010
1.2653e+014	7.3637e-010	9.5672e-011	3.3965e-010	5.1312e-010
1.2654e+014	7.1251e-010	-3.4313e-010	-1.0710e-009	-5.3532e-010
1.2656e+014	9.3746e-011	-1.0463e-009	-1.2927e-010	2.1107e-009
1.2657e+014	-1.1256e-009	-7.1055e-010	2.7685e-009	-2.2091e-010
1.2659e+014	-1.1363e-009	1.4483e-009	-4.6843e-010	-3.3288e-009
1.2660e+014	2.0202e-009	6.4859e-010	-3.3803e-009	9.3922e-010
1.2662e+014	-7.6201e-010	-2.0580e-009	1.4773e-009	2.1996e-009
1.2663e+014	-1.0010e-009	1.9669e-009	-7.6716e-011	-1.4068e-009
1.2665e+014	1.8211e-009	-5.3881e-010	-4.8496e-010	2.1620e-009
1.2666e+014	-1.3430e-009	-5.2048e-010	2.7998e-009	-5.5090e-010
1.2668e+014	6.4980e-010	1.0082e-009	-7.8214e-010	-2.0189e-009
1.2669e+014	3.0293e-010	-8.9930e-010	-9.1480e-010	2.8717e-010
1.2671e+014	-7.3430e-010	-3.7442e-011	7.7769e-011	3.2327e-010
1.2672e+014	-1.0626e-010	9.7724e-010	1.2003e-010	-7.8219e-010
1.2674e+014	1.4980e-009	-1.1141e-011	-1.7684e-009	1.1969e-010
1.2675e+014	-2.2836e-010	-1.4597e-009	2.5537e-010	1.8602e-009
1.2677e+014	-6.2973e-010	-3.1348e-011	7.3860e-010	1.8642e-010
1.2679e+014	-7.5525e-010	-1.9727e-010	1.0757e-009	7.1000e-010
1.2680e+014	-2.4886e-010	1.0572e-009	1.4185e-009	-1.5166e-009
1.2682e+014	3.2910e-010	-2.5138e-010	-8.7467e-010	-1.1767e-009
1.2683e+014	-5.3211e-010	7.4256e-010	-5.2422e-010	-2.9943e-010
1.2685e+014	8.5793e-010	3.7696e-010	-7.3817e-010	-7.4270e-011
1.2686e+014	2.6163e-010	2.8340e-010	-5.8317e-010	-1.4041e-010
1.2688e+014	1.5506e-009	-4.5843e-010	-1.5424e-009	9.9549e-010
1.2689e+014	-5.6839e-010	-1.7017e-009	1.0013e-009	2.1198e-009
1.2691e+014	-7.5667e-010	1.9433e-010	1.3457e-009	-3.4134e-010
1.2692e+014	-3.1987e-010	-2.0771e-010	6.3359e-010	5.5505e-011
1.2694e+014	-3.6470e-010	2.7404e-010	9.6167e-010	-1.0766e-009
1.2695e+014	-3.7303e-010	-1.2969e-010	-4.7688e-010	-9.5785e-010
1.2697e+014	-6.0340e-010	8.0849e-010	-5.5273e-010	-7.0731e-010
1.2698e+014	3.1080e-010	6.4760e-010	-1.4077e-009	4.3642e-010
1.2700e+014	3.2005e-010	8.8155e-010	6.9191e-010	1.0095e-009
1.2701e+014	1.8222e-009	9.6643e-011	7.6605e-012	-8.0834e-010
1.2703e+014	2.8465e-010	-1.8169e-009	-4.0712e-010	5.0628e-010
1.2704e+014	-9.7984e-010	-1.6301e-011	6.4004e-011	-2.0697e-010
1.2706e+014	6.1386e-010	-9.0215e-012	-3.5670e-010	5.7762e-010
1.2708e+014	-4.8029e-010	-1.1107e-009	2.5560e-010	-1.7462e-010
1.2709e+014	-9.8538e-010	2.1193e-010	-8.1531e-010	1.1231e-009
1.2711e+014	-4.1255e-010	3.0777e-010	2.1694e-009	8.4099e-010
1.2712e+014	-3.1178e-010	6.4223e-010	1.9635e-010	-1.3996e-009
1.2714e+014	2.5071e-011	3.4956e-010	9.5726e-010	5.6893e-010
1.2715e+014	-1.6714e-010	1.0123e-009	1.1377e-009	-2.8914e-009
1.2717e+014	1.4388e-009	8.4936e-010	-2.6053e-009	-1.7890e-009
1.2718e+014	1.3581e-009	-6.6987e-010	-2.6686e-009	3.9778e-010
1.2720e+014	7.6472e-010	-1.4816e-009	-1.7577e-009	3.0593e-009
1.2721e+014	-1.0765e-009	-1.7883e-009	2.0442e-009	2.4137e-009
1.2723e+014	-1.8840e-009	3.0735e-010	1.9495e-009	-2.7745e-011
1.2724e+014	-1.5312e-010	1.3623e-009	1.0619e-009	-1.5335e-009
1.2726e+014	6.3269e-010	-3.3992e-010	-1.3686e-009	2.4215e-010
1.2727e+014	-1.4697e-009	2.8664e-010	2.9213e-009	6.5432e-010
1.2729e+014	1.3168e-009	1.9706e-009	-8.3286e-010	-4.1860e-009
1.2730e+014	1.0100e-009	-1.8437e-009	-2.5389e-009	1.9949e-009
1.2732e+014	-1.2906e-009	6.2554e-010	1.7738e-009	-3.9144e-010
1.2733e+014	1.2464e-009	9.1219e-011	-1.6450e-009	-7.7006e-010
1.2735e+014	-5.2147e-010	-2.2803e-010	-6.7845e-010	3.1792e-010
1.2737e+014	1.2292e-009	-4.4438e-011	-1.5628e-009	2.0761e-009
1.2738e+014	-9.5303e-010	-1.5786e-009	3.5414e-009	1.6733e-009
1.2740e+014	-7.4275e-010	1.0164e-009	1.5500e-010	-3.4235e-009
1.2741e+014	2.5552e-010	-5.2339e-011	-1.9431e-009	8.6487e-010
1.2743e+014	-2.0537e-011	2.2183e-010	1.0159e-010	7.6963e-010
1.2744e+014	-1.3760e-010	-3.2615e-010	6.6975e-010	1.4486e-009
1.2746e+014	-2.2726e-010	5.3566e-010	2.0469e-009	-5.2785e-010
1.2747e+014	5.4894e-011	-1.1451e-010	8.5093e-010	-1.3573e-009
1.2749e+014	2.1126e-011	8.6711e-010	-4.0764e-010	-2.6965e-009
1.2750e+014	9.5325e-010	-5.6733e-010	-3.0116e-009	-1.1774e-010
1.2752e+014	-6.3760e-010	2.4587e-011	-5.6924e-010	1.3073e-009
1.2753e+014	6.9085e-010	-7.4321e-011	-3.5948e-010	1.1927e-009
1.2755e+014	-6.1319e-010	2.1295e-010	1.2412e-009	-3.2145e-010
1.2756e+014	2.1003e-009	3.6472e-011	-3.0567e-009	-9.4719e-012
1.2758e+014	-1.0516e-009	-3.1743e-009	1.6232e-009	5.1374e-009
1.2759e+014	-2.5964e-009	1.0231e-009	4.4641e-009	-1.6834e-009
1.2761e+014	-6.6786e-010	1.3262e-009	5.2611e-010	-1.7236e-009
1.2762e+014	6.7055e-010	2.5905e-009	7.0197e-010	-3.1806e-009
1.2764e+014	2.9439e-009	-6.5612e-010	-3.6990e-009	-1.4323e-009
1.2766e+014	-3.5204e-010	-1.6324e-009	-1.1106e-009	1.6036e-009
1.2767e+014	-1.9182e-010	-5.6816e-010	-9.5605e-010	9.8557e-010
1.2769e+014	-1.3157e-009	-1.7801e-010	1.2659e-009	1.6395e-009
1.2770e+014	1.3211e-010	1.1182e-009	4.1075e-010	-1.2292e-009
1.2772e+014	2.7726e-010	-8.0811e-012	-5.1271e-010	7.1973e-010
1.2773e+014	8.1151e-010	2.6058e-010	1.6793e-010	-2.9656e-010
1.2775e+014	5.7975e-011	-1.4894e-009	-3.8727e-010	1.4711e-009
1.2776e+014	-1.2058e-009	5.1240e-010	2.2013e-009	-3.4416e-010
1.2778e+014	9.6266e-010	5.8423e-011	-1.2792e-009	-8.5296e-010
1.2779e+014	-1.1442e-009	-1.2080e-009	1.6473e-009	1.8219e-009
1.2781e+014	-1.3404e-009	1.6063e-009	1.9699e-009	-3.1381e-009
1.2782e+014	1.0078e-009	1.3293e-009	-2.2748e-009	-2.1711e-009
1.2784e+014	1.1972e-009	3.1524e-010	-2.7069e-009	-1.6234e-010
1.2785e+014	1.3795e-009	-1.1865e-009	-1.9286e-009	3.2226e-009
1.2787e+014	-1.3998e-009	-1.1166e-009	2.9230e-009	1.4222e-009
1.2788e+014	5.4104e-010	1.4597e-009	-7.0227e-010	-1.4184e-009
1.2790e+014	9.6373e-010	-2.1896e-009	5.4753e-010	2.1036e-009
1.2791e+014	-2.1185e-009	-2.5548e-010	1.1197e-009	-1.4790e-009
1.2793e+014	-2.2899e-010	1.9856e-010	-5.9260e-010	1.4751e-009
1.2794e+014	-1.7565e-009	1.1192e-009	3.2820e-009	-1.1305e-009
1.2796e+014	1.9129e-009	1.8840e-009	-1.7590e-009	-2.8275e-009
1.2798e+014	3.2380e-010	-1.4726e-009	-9.9123e-010	4.9173e-010
1.2799e+014	-9.1192e-011	1.0590e-009	-1.3652e-009	-2.3518e-010
1.2801e+014	9.3435e-010	-6.9051e-010	-3.5836e-011	1.8506e-009
1.2802e+014	3.1793e-012	6.4098e-011	6.2034e-010	-6.2376e-010
1.2804e+014	3.9893e-010	-1.1735e-009	-5.1728e-010	6.9944e-010
1.2805e+014	-1.1284e-009	3.7452e-010	4.9606e-010	-3.5199e-010
1.2807e+014	1.2392e-009	-3.8007e-010	-1.0446e-009	9.8698e-010
1.2808e+014	-1.8097e-009	-1.1875e-009	2.1283e-009	9.7496e-010
1.2810e+014	-3.9127e-010	1.7084e-009	3.5117e-010	-1.8795e-009
1.2811e+014	3.9659e-010	-3.3980e-010	-6.6194e-010	4.7017e-010
1.2813e+014	-7.4027e-010	5.9846e-010	1.3616e-009	-5.7501e-010
1.2814e+014	4.3968e-010	1.1718e-009	-1.4382e-009	-1.9864e-009
1.2816e+014	1.7128e-009	2.5680e-010	-1.6680e-009	1.8776e-009
1.2817e+014	5.2276e-010	-1.8337e-009	1.5095e-009	3.2229e-010
1.2819e+014	-1.2254e-009	-3.0033e-010	-7.9973e-010	1.0649e-011
1.2820e+014	-2.5135e-010	4.9289e-010	1.9792e-009	1.4426e-010
1.2822e+014	5.3303e-010	6.4250e-010	-2.1593e-009	-2.8233e-009
1.2823e+014	9.4114e-010	-1.3317e-009	-1.7360e-009	4.0081e-009
1.2825e+014	-1.8448e-009	-5.4782e-010	3.5607e-009	-3.1884e-010
1.2827e+014	4.5396e-010	1.2150e-009	-1.7766e-009	-1.4071e-009
1.2828e+014	-1.9843e-010	-1.4411e-009	1.4890e-010	2.3473e-009
1.2830e+014	-1.8751e-009	1.2233e-009	2.9843e-009	1.3125e-010
1.2831e+014	1.1181e-009	1.5739e-009	1.1417e-009	-3.9883e-009
1.2833e+014	6.0704e-010	-1.7355e-010	-4.0957e-009	-1.2144e-009
1.2834e+014	7.9101e-010	6.8894e-010	-4.1670e-010	2.1618e-009
1.2836e+014	1.6231e-009	-1.1875e-009	-7.7322e-010	2.3351e-010
1.2837e+014	-9.0090e-010	-1.5244e-009	1.2250e-009	2.1871e-009
1.2839e+014	-4.8791e-010	1.5961e-010	1.0630e-009	-2.0641e-009
1.2840e+014	-5.5872e-010	-4.6193e-010	-1.3450e-009	6.9699e-010
1.2842e+014	-3.0857e-010	7.0154e-010	5.3950e-010	-4.1395e-010
1.2843e+014	1.2032e-010	-8.2684e-010	-1.4470e-009	1.5137e-009
1.2845e+014	-1.7405e-009	5.7416e-010	2.8436e-009	1.1738e-009
1.2846e+014	4.5747e-010	1.4296e-009	9.4560e-010	-1.5361e-009
1.2848e+014	1.4670e-010	6.8800e-010	1.1514e-009	-1.9989e-009
1.2849e+014	1.9557e-009	9.5027e-010	-3.4622e-009	-2.2394e-009
1.2851e+014	1.0395e-009	-2.1705e-009	-5.1643e-010	3.2925e-009
1.2852e+014	-1.1429e-009	-3.2909e-010	1.0337e-009	-2.1862e-009
1.2854e+014	3.8206e-010	-1.3857e-010	-3.2074e-009	1.2724e-009
1.2856e+014	-5.9927e-010	-5.3342e-010	1.3455e-009	1.8300e-009
1.2857e+014	-1.2506e-010	1.6658e-010	-4.7598e-010	6.7047e-010
1.2859e+014	-3.3193e-010	-5.0090e-010	2.3861e-009	1.9901e-009
1.2860e+014	-9.4200e-010	1.6995e-010	2.2212e-009	-1.8598e-009
1.2862e+014	-5.8840e-010	9.1431e-010	4.2068e-010	-1.6235e-009
1.2863e+014	4.6096e-010	1.3153e-009	-6.6966e-010	-2.3111e-009
1.2865e+014	1.4728e-009	-5.9471e-011	-2.2872e-009	-3.4305e-010
1.2866e+014	-2.9769e-010	-9.9165e-010	-9.6493e-010	6.9693e-010
1.2868e+014	-2.3605e-010	1.2685e-009	-8.8608e-010	6.7937e-010
1.2869e+014	2.3827e-009	-2.4151e-010	-5.9024e-010	1.1160e-009
1.2871e+014	-7.0030e-011	-2.9326e-009	-1.5924e-010	2.3302e-009
1.2872e+014	-2.7765e-009	-5.6645e-010	3.8348e-009	1.8515e-009
1.2874e+014	-9.6423e-010	2.3096e-009	2.4206e-009	-4.5387e-009
1.2875e+014	1.8437e-009	5.7567e-010	-4.0178e-009	-1.1610e-009
1.2877e+014	-2.7268e-010	-1.3081e-009	9.3140e-010	2.1600e-009
1.2878e+014	-6.4432e-010	5.8833e-010	-3.2775e-010	-1.8136e-009
1.2880e+014	-1.5385e-010	1.7727e-010	-3.8471e-010	1.9378e-009
1.2881e+014	2.5747e-010	1.2560e-009	1.5496e-009	-2.1605e-009
1.2883e+014	1.4932e-009	-6.4125e-010	-3.3750e-009	2.3948e-010
1.2885e+014	-6.3280e-010	-5.5555e-010	1.4419e-009	2.1334e-009
1.2886e+014	5.4946e-010	-2.2646e-011	-1.5788e-010	-7.1940e-010
1.2888e+014	-7.0980e-010	-7.0186e-010	1.1202e-009	1.1992e-009
1.2889e+014	1.5637e-011	6.9955e-010	3.6092e-010	-2.0652e-009
1.2891e+014	1.4254e-010	-5.5446e-010	-1.2263e-009	8.8447e-010
1.2892e+014	-3.1641e-010	1.1108e-010	1.0181e-009	-2.9329e-010
1.2894e+014	-2.9595e-010	-1.5023e-010	-9.7371e-010	-2.8374e-010
1.2895e+014	-3.3796e-011	6.7396e-010	-2.5325e-011	7.4269e-010
1.2897e+014	2.3586e-010	-5.7989e-010	6.9810e-010	6.7526e-010
1.2898e+014	-8.7643e-010	6.9067e-010	1.2004e-009	-1.2322e-009
1.2900e+014	9.1617e-010	5.0294e-010	-1.2749e-009	-6.7735e-010
1.2901e+014	5.6054e-011	1.0532e-010	2.7825e-010	-2.1240e-010
1.2903e+014	1.4934e-009	-1.9414e-010	-2.5322e-009	-2.4695e-010
1.2904e+014	-6.7206e-010	-1.9666e-009	1.0884e-009	3.7698e-009
1.2906e+014	-1.3669e-009	6.8200e-010	3.0063e-009	-2.4514e-009
1.2907e+014	3.1812e-012	7.2310e-010	-2.5271e-009	-1.3812e-009
1.2909e+014	8.5168e-010	6.7361e-010	-6.3835e-010	1.4573e-009
1.2910e+014	6.8154e-010	-1.3816e-009	3.7803e-010	1.0668e-009
1.2912e+014	-1.3981e-009	-2.3010e-010	1.4457e-009	1.5878e-010
1.2914e+014	-4.3731e-012	6.9566e-010	6.2782e-010	-8.7367e-010
1.2915e+014	-5.0013e-011	1.5312e-010	6.1843e-011	-1.3684e-009
1.2917e+014	1.3603e-010	2.7651e-010	-1.7051e-009	-2.4885e-010
1.2918e+014	2.3592e-010	3.8612e-010	3.2830e-010	8.0254e-010
1.2920e+014	9.3226e-010	-5.1445e-010	-8.8765e-010	-5.8306e-010
1.2921e+014	-1.1542e-009	-7.5359e-010	1.1107e-010	1.7620e-009
1.2923e+014	1.9937e-010	1.5733e-009	8.8425e-010	-9.8739e-010
1.2924e+014	1.2723e-009	-1.1897e-009	-8.6096e-010	8.0377e-010
1.2926e+014	-1.5417e-009	-3.4266e-010	1.5430e-009	-3.2544e-010
1.2927e+014	7.1797e-010	1.2908e-009	-1.4398e-009	-8.4270e-010
1.2929e+014	9.2890e-010	-1.4269e-009	1.1140e-011	1.5862e-009
1.2930e+014	-1.4819e-009	-7.6506e-010	1.0819e-009	3.6612e-010
1.2932e+014	-7.1585e-010	8.0614e-010	1.7183e-009	-7.8901e-010
1.2933e+014	-3.0263e-010	5.5818e-010	-8.6172e-010	-2.4639e-009
1.2935e+014	1.5926e-010	1.1910e-009	-1.5816e-009	6.4411e-010
1.2936e+014	1.3181e-009	4.6964e-010	-2.2864e-010	-2.4378e-010
1.2938e+014	1.1156e-009	-7.5404e-010	-1.4435e-009	1.1058e-009
1.2939e+014	-3.5104e-011	-1.3897e-009	9.9116e-010	1.2273e-009
1.2941e+014	-1.0911e-009	-4.7994e-010	2.1786e-010	2.3487e-010
1.2943e+014	-8.6046e-010	6.1477e-010	1.5554e-009	3.8634e-010
1.2944e+014	6.7714e-010	1.1502e-009	-6.3287e-012	-1.8095e-009
1.2946e+014	1.0312e-009	-1.3926e-009	-8.0867e-010	1.0074e-009
1.2947e+014	-1.8802e-009	-2.9845e-010	1.7846e-009	-5.2852e-010
1.2949e+014	5.2703e-010	1.2292e-009	-1.0069e-009	-1.8414e-009
1.2950e+014	-1.9465e-010	-6.0330e-010	-1.3903e-009	1.3334e-010
1.2952e+014	8.6514e-011	9.4589e-010	-1.4985e-009	1.0710e-009
1.2953e+014	2.7157e-010	-4.9651e-010	1.2314e-009	2.6513e-009
1.2955e+014	1.5505e-010	7.5633e-010	2.4337e-009	-1.4352e-009
1.2956e+014	4.4980e-010	-1.1422e-009	-8.3450e-010	-1.0904e-009
1.2958e+014	-9.7553e-010	1.2842e-009	1.9701e-010	-7.9866e-010
1.2959e+014	2.6336e-009	-5.5778e-010	-2.5393e-009	-4.7566e-010
1.2961e+014	-1.7919e-009	-2.0693e-009	1.2630e-011	3.1273e-009
1.2962e+014	-2.9944e-010	1.1218e-009	2.3880e-009	-2.2986e-010
1.2964e+014	-8.5238e-010	-5.7490e-010	2.7399e-010	-1.5264e-009
1.2965e+014	3.4993e-010	1.8736e-009	-1.7439e-009	-7.2544e-010
1.2967e+014	7.7214e-010	-1.7794e-009	-1.8607e-010	2.7613e-009
1.2968e+014	-2.0182e-009	1.0495e-009	3.1267e-009	-9.7324e-010
1.2970e+014	1.3332e-009	1.1066e-009	-1.2260e-009	-2.0201e-009
1.2971e+014	5.4434e-010	2.7845e-010	-3.2264e-010	-2.6023e-010
1.2973e+014	1.8975e-009	-1.1841e-009	-2.3342e-009	-4.0269e-010
1.2975e+014	-2.2033e-009	-1.7347e-009	2.6443e-010	2.9101e-009
1.2976e+014	-6.5151e-011	2.3556e-009	1.2601e-009	-1.2210e-009
1.2978e+014	1.5624e-009	-1.4665e-009	-1.2349e-009	1.1668e-009
1.2979e+014	-1.9205e-009	-7.0533e-010	2.3484e-009	2.5781e-010
1.2981e+014	-2.0797e-010	1.7682e-009	-8.3745e-010	-1.7616e-009
1.2982e+014	1.7337e-009	-3.8674e-010	-6.0432e-010	1.4130e-009
1.2984e+014	-1.3371e-009	-1.7641e-009	1.5066e-009	2.4805e-010
1.2985e+014	-1.4997e-009	1.9357e-009	9.4824e-010	-1.2971e-009
1.2987e+014	1.3780e-009	1.1864e-009	-7.3898e-010	-2.0406e-009
1.2988e+014	1.4323e-009	-6.9929e-011	-2.8491e-009	-4.3559e-011
1.2990e+014	6.1912e-010	-2.1605e-009	-4.5747e-010	3.0689e-009
1.2991e+014	-2.4604e-009	-6.0795e-012	2.6153e-009	4.3531e-011
1.2993e+014	1.0311e-009	1.7414e-009	-7.3064e-010	-1.6658e-009
1.2994e+014	6.0709e-010	-1.1548e-009	-8.6496e-010	7.9386e-010
1.2996e+014	-2.1912e-010	-1.5850e-010	-2.3249e-010	9.6654e-010
1.2997e+014	-6.1620e-010	-6.2395e-010	1.9500e-009	1.4194e-009
1.2999e+014	-3.7793e-010	1.0945e-009	1.5412e-009	-2.7615e-009
1.3000e+014	7.7492e-010	-6.9061e-010	-2.3418e-009	-5.3851e-010
1.3002e+014	-1.5153e-009	1.1863e-010	3.9484e-010	8.7502e-010
1.3004e+014	7.3561e-010	1.4287e-009	-3.4470e-010	-1.9605e-010
1.3005e+014	6.2387e-010	-6.8376e-010	9.2818e-010	3.8913e-010
1.3007e+014	-3.3774e-010	3.3059e-010	-2.6958e-010	-1.8860e-009
1.3008e+014	1.0202e-009	1.7281e-010	-1.9421e-009	4.3753e-010
1.3010e+014	1.8781e-010	-1.2447e-009	-2.8615e-010	1.2982e-009
1.3011e+014	-9.6549e-010	-9.7674e-011	5.8887e-010	1.0268e-009
1.3013e+014	1.9942e-010	4.2729e-010	6.9429e-010	-1.8369e-010
1.3014e+014	1.1920e-010	-5.7506e-010	-7.9433e-011	7.5491e-010
1.3016e+014	-9.2437e-010	-3.3114e-010	2.2597e-009	1.7391e-010
1.3017e+014	-7.9782e-010	1.2051e-009	3.7776e-010	-2.6906e-009
1.3019e+014	1.2831e-009	1.0042e-009	-1.7869e-009	-5.5051e-010
1.3020e+014	8.2778e-010	-1.0136e-009	-5.7261e-010	2.1153e-010
1.3022e+014	-5.2711e-010	-6.3627e-010	-1.0560e-009	5.0168e-010
1.3023e+014	-6.9390e-010	1.8859e-010	4.7245e-010	1.3767e-009
1.3025e+014	1.3391e-010	7.3848e-010	7.8800e-010	-3.8240e-010
1.3026e+014	3.6376e-010	-5.0506e-011	1.4143e-010	9.6119e-011
1.3028e+014	3.4904e-010	3.4099e-010	5.8160e-010	-1.2900e-009
1.3029e+014	8.3406e-010	-7.6903e-010	-2.6398e-009	-4.5964e-010
1.3031e+014	-5.9169e-010	-7.9695e-010	-1.1895e-010	3.3469e-009
1.3033e+014	-4.8223e-010	-2.3730e-010	2.8596e-009	4.1837e-011
1.3034e+014	-8.9945e-010	2.8118e-010	2.1059e-010	-1.4333e-009
1.3036e+014	2.0080e-010	5.3985e-010	5.0556e-011	-1.1035e-010
1.3037e+014	-7.0850e-010	-7.3926e-012	6.5158e-010	-7.6104e-010
1.3039e+014	2.6698e-010	1.7941e-009	-5.0421e-010	-1.7992e-009
1.3040e+014	1.8289e-009	-3.0113e-010	-2.5124e-009	-2.0921e-010
1.3042e+014	2.5447e-012	-8.9120e-010	-6.4212e-010	2.1121e-009
1.3043e+014	2.4295e-010	-2.9156e-010	6.9520e-010	4.8898e-010
1.3045e+014	-2.2494e-010	-8.7966e-010	1.3487e-010	8.0562e-010
1.3046e+014	-7.8976e-010	-4.9821e-011	1.2444e-009	-1.9909e-010
1.3048e+014	-1.2849e-010	1.2626e-010	-7.7856e-010	-1.9998e-010
1.3049e+014	-6.5895e-010	-6.5806e-011	1.5203e-009	1.2626e-009
1.3051e+014	-2.4192e-010	9.0493e-010	1.0182e-009	-2.4470e-009
1.3052e+014	2.1316e-010	2.7332e-010	-1.8025e-009	-1.4943e-010
1.3054e+014	4.0494e-010	9.5840e-010	6.3740e-010	3.3478e-010
1.3055e+014	1.4820e-009	-7.4940e-010	-4.1850e-010	-8.8414e-010
1.3057e+014	-9.0142e-010	-6.9940e-010	-7.9663e-010	-2.1348e-010
1.3058e+014	7.2488e-010	4.5013e-010	-1.3373e-009	7.1437e-010
1.3060e+014	-2.4184e-010	-1.4440e-009	5.2138e-010	1.6160e-009
1.3062e+014	-9.4009e-010	2.6400e-010	8.2665e-010	4.1487e-011
1.3063e+014	-6.6744e-010	3.4739e-011	6.6657e-010	8.7451e-011
1.3065e+014	-2.6107e-010	1.6544e-009	4.0722e-010	-6.6018e-010
1.3066e+014	1.6121e-009	1.9095e-011	-7.1010e-012	-4.9624e-010
1.3068e+014	1.0266e-010	-6.2479e-010	-9.9492e-010	-2.6743e-010
1.3069e+014	1.5343e-010	-8.0039e-010	6.8513e-010	1.6552e-009
1.3071e+014	-1.3518e-009	4.1497e-011	1.6373e-009	-2.1912e-009
1.3072e+014	7.1183e-010	1.0237e-009	-2.5934e-009	-8.7621e-010
1.3074e+014	1.6854e-010	-9.2542e-010	-4.1286e-010	1.2716e-009
1.3075e+014	-5.8244e-010	2.5351e-010	-4.6754e-010	1.0057e-009
1.3077e+014	-2.9215e-011	3.3347e-010	1.9457e-009	9.5705e-010
1.3078e+014	4.0817e-010	3.5975e-010	2.1057e-010	-1.8935e-009
1.3080e+014	2.4257e-010	-2.1872e-010	-6.9781e-010	2.7799e-010
1.3081e+014	6.1459e-010	-6.5247e-011	-3.3107e-010	-3.7380e-010
1.3083e+014	-3.5412e-010	-1.4041e-009	-3.8324e-010	1.1226e-009
1.3084e+014	-1.1640e-009	7.5275e-010	8.5576e-010	-2.2372e-011
1.3086e+014	4.1787e-010	4.5429e-011	3.2216e-010	1.5866e-010
1.3087e+014	-6.7846e-010	6.1577e-010	4.3638e-010	-1.2315e-009
1.3089e+014	1.1801e-009	2.3467e-010	-1.2645e-009	5.6379e-010
1.3091e+014	-6.1938e-010	-4.4403e-010	1.5839e-009	-2.2757e-010
1.3092e+014	8.5782e-010	6.3271e-010	-1.9854e-009	-1.1858e-009
1.3094e+014	-2.5132e-010	-1.2779e-009	4.0974e-010	2.3441e-009
1.3095e+014	-5.5136e-010	9.0868e-010	1.3682e-009	-1.7458e-009
1.3097e+014	6.8030e-010	-8.0239e-011	-2.0648e-009	-7.0329e-010
1.3098e+014	3.7692e-010	-2.5054e-010	-1.3656e-009	2.0044e-009
1.3100e+014	-5.0113e-010	-1.2570e-009	2.2787e-009	2.4783e-009
1.3101e+014	-1.1554e-009	1.0661e-009	2.5543e-009	-2.4749e-009
1.3103e+014	7.8620e-010	-8.2884e-011	-1.7353e-009	-1.4351e-009
1.3104e+014	-1.0778e-009	5.2290e-010	-3.2076e-010	1.9193e-010
1.3106e+014	1.5881e-009	7.1489e-010	-1.0503e-009	1.3953e-010
1.3107e+014	-4.7832e-010	-1.3220e-009	6.2007e-010	1.3457e-009
1.3109e+014	-3.4622e-010	1.2148e-009	1.2298e-009	-1.0527e-009
1.3110e+014	1.2059e-009	1.9856e-010	-1.2505e-009	-1.4438e-009
1.3112e+014	1.2439e-009	-1.2758e-009	-1.8079e-009	1.3124e-009
1.3113e+014	-1.8129e-009	-2.1581e-009	9.4098e-010	1.6075e-009
1.3115e+014	-1.6905e-009	1.9764e-009	7.8273e-010	2.6254e-010
1.3116e+014	9.1356e-010	2.7321e-010	1.8861e-009	-3.4487e-011
1.3118e+014	-6.7356e-010	7.7963e-010	2.8971e-010	-2.7943e-009
1.3120e+014	1.5807e-009	6.5214e-010	-2.4206e-009	-7.3179e-010
1.3121e+014	5.3933e-010	-9.4495e-010	-1.7691e-009	1.4943e-009
1.3123e+014	3.4835e-011	-1.0991e-009	1.0571e-009	2.8107e-009
1.3124e+014	-1.8152e-009	-1.4275e-010	2.7832e-009	-1.0856e-009
1.3126e+014	3.7315e-010	1.7095e-009	-6.9072e-010	-1.6044e-009
1.3127e+014	8.7597e-010	-3.1045e-010	-4.3866e-010	-3.8483e-010
1.3129e+014	6.5829e-010	-4.5134e-010	-1.1553e-009	2.9156e-010
1.3130e+014	-1.0324e-009	-1.4104e-009	8.3152e-010	6.1718e-010
1.3132e+014	-8.2572e-010	1.7807e-009	-8.5862e-010	-9.7384e-010
1.3133e+014	1.4807e-009	-7.4181e-010	-3.0710e-010	1.8894e-009
1.3135e+014	-1.9082e-009	-1.0944e-010	1.6999e-009	-5.6760e-010
1.3136e+014	1.1541e-009	1.9165e-009	-1.0078e-009	-8.7686e-010
1.3138e+014	1.3196e-009	-1.3663e-009	-4.5734e-010	1.0689e-009
1.3139e+014	-7.5775e-010	-1.0178e-009	1.0994e-009	7.3301e-010
1.3141e+014	-1.1416e-009	1.3933e-010	1.2041e-009	-1.0744e-009
1.3142e+014	-1.5138e-010	1.1645e-009	-7.4673e-010	-1.3497e-009
1.3144e+014	7.7753e-010	3.4321e-010	-1.0308e-009	2.4366e-010
1.3145e+014	5.3427e-010	-2.0110e-010	5.1268e-011	3.0288e-010
1.3147e+014	2.9954e-010	-4.1668e-010	-6.8644e-010	-3.9748e-010
1.3148e+014	2.0982e-010	-7.7985e-010	-1.0193e-009	1.5599e-009
1.3150e+014	-1.3441e-009	-1.0077e-009	1.8918e-009	1.6123e-009
1.3152e+014	-1.4288e-009	1.7949e-009	2.1303e-009	-1.7326e-009
